"__uid","__parent_uid","script_name","script_code","script_type","script_family","script_direction","script_baseline","script_whiteSpace","script_features","script_typicalFont","script_alternateNames","script_numericCode","script_casing","script_diacritics","script_contextualForms","script_complexPos","script_reordering","script_splitGraphs","script_ligatures","script_sample","__display_name","script_displayCode","script_openTypeTags","script_status","script_numericCodePlus","script_sortName","script_shortName","script_subjectTabFlags"
"45c26bd7e8","","Hiragana","Hira","syllabary","East Asian","vertical (RTL) and horizontal (LTR)","centered","discretionary","","","","410","no","yes","no","[unknown]","no","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:21:""hiragana-crop.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""Shirokazan, Flickr, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Hiragana [Hira]","Hira","kana","Current","410 (syllabic)","Hiragana","Hiragana script","91"
"f7c35h3c2a","","Pahawh Hmong","Hmng","alphabet","East Asian","LTR","bottom","[unspecified]","","","","450","no","yes","yes","[unknown]","yes","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:13:""HmongCrop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Pahawh Hmong [Hmng]","Hmng","hmng","Current","450 (syllabic)","Pahawh Hmong","Pahawh Hmong script","83"
"24ccb5d5a7","","Japanese syllabaries (alias for Hiragana + Katakana)","Hrkt","syllabary","East Asian","LTR","centered","between words","","","","412","no","[unknown]","[unknown]","[unknown]","no","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:9:""kanas.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:62:""'Katakana' and 'Hiragana' written in their respective scripts."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Japanese syllabaries (alias for Hiragana + Katakana) [Hrkt]","Hrkt","","Current","412 (syllabic)","Japanese syllabaries (alias for Hiragana + Katakana)","Hiragana and Katakana scripts","91"
"ec734dea57","","Old Hungarian (Hungarian Runic)","Hung","alphabet","European","RTL","bottom","[unspecified]","","","","176","no","no","[unknown]","[unknown]","no","[unknown]","required","a:8:{s:9:""file_name"";s:9:""Rovas.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Old Hungarian (Hungarian Runic) [Hung]","Hung","hung","Historical","176 (right-to-left alphabetic)","Old Hungarian (Hungarian Runic)","Old Hungarian script","83"
"4e55acgb8f","","Indus (Harappan)","Inds","logo-syllabary","Indic","RTL","bottom","[unspecified]","","","","610","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:28:""Indus_Harappan_Susa_seal.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Indus (Harappan) [Inds]","Inds","","Historical","610 (undeciphered)","Indus (Harappan)","Indus script","67"
"426b56d65a","","Old Italic (Etruscan, Oscan, etc.)","Ital","alphabet","European","LTR","bottom","[unspecified]","","","","210","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:44:""OldItalic_Etruscan_Cippo_perugino_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:20:""Etruscan inscription"";s:6:""author"";s:26:""Sailko (see Use & History)"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Old Italic (Etruscan, Oscan, etc.) [Ital]","Ital","ital","Historical","210 (left-to-right alphabetic)","Old Italic (Etruscan, Oscan, etc.)","Old Italic script","83"
"g5aa4763gb","","Javanese","Java","abugida","Insular Southeast Asian","LTR","hanging","none","","","","361","no","yes","yes","yes","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:12:""Javanese.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Javanese [Java]","Java","java","Current","361 (alphasyllabic)","Javanese","Javanese script","83"
"5df8a5f8g9","","Japanese (alias for Han + Hiragana + Katakana)","Jpan","logo-syllabary","East Asian","LTR","centered","discretionary","","","","413","no","yes","no","no","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:17:""japanese-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:56:""Jacqueline Kaga, 2011. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Japanese (alias for Han + Hiragana + Katakana) [Jpan]","Jpan","","Current","413 (syllabic)","Japanese (alias for Han + Hiragana + Katakana)","Han, Hiragana, and Katakana scripts","91"
"9f9hc2dffa","","Kayah Li","Kali","alphabet","Mainland Southeast Asian","LTR","hanging","between words","","","","357","no","yes","[unknown]","yes","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:20:""Red_Karen_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:40:""Excerpt from the Gospel of Mark in Kayah"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Kayah Li [Kali]","Kali","kali","Current","357 (alphasyllabic)","Kayah Li","Kayah Li script","91"
"b9g7478f7c","","Katakana","Kana","syllabary","East Asian","vertical (RTL) and horizontal (LTR)","centered","none","","","","411","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:17:""katakana-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:85:""From Kana no Hikari (Light of Kana), via Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Katakana [Kana]","Kana","kana","Current","411 (syllabic)","Katakana","Katakana script","91"
"58ea4gb848","","Kharoshthi","Khar","abugida","Indic","RTL","hanging","[unspecified]","","","","305","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""kharoshthi.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Kharoshthi [Khar]","Khar","khar","Historical","305 (alphasyllabic)","Kharoshthi","Kharoshthi script","83"
"ccd655bf5c","","Khmer","Khmr","abugida","Mainland Southeast Asian","LTR","bottom","none","","","","355","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:9:""khmer.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:77:""""Kingdom of Cambodia"" written in the Khmer script. With thanks to D. Kanjahn."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Khmer [Khmr]","Khmr","khmr","Current","355 (alphasyllabic)","Khmer","Khmer script","91"
"2hgh94hgg9","","Kannada","Knda","abugida","Indic","LTR","bottom","between words","","","","0","no","yes","yes","yes","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:16:""Kannada-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:72:""""68 pages"", Picasa photo albums, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Kannada [Knda]","Knda","knda, knd2","Current","00 (hieroglyphic/cuneiform)","Kannada","Kannada script","91"
"cd2862habb","","Korean (alias for Hangul + Han)","Kore","logo-syllabary","East Asian","LTR","bottom","between words","","","","287","no","no","no","no","no","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:15:""Korean-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:91:""From the Universal Declaration of Human Rights in Korean. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Korean (alias for Hangul + Han) [Kore]","Kore","","Current","287 (left-to-right alphabetic)","Korean (alias for Hangul + Han)","Hangul and Han scripts","91"
"z5k982q9ra","","Armenian","Armn","alphabet","European","LTR","bottom","between words","","","","230","yes","yes","no","no","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:12:""Armenian.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:65:""Sedrak Mkrtchyan, Flickr, 2008. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Armenian [Armn]","Armn","armn","Current","230 (left-to-right alphabetic)","Armenian","Armenian script","91"
"773956fh2h","","Tai Tham (Lanna)","Lana","abugida","Mainland Southeast Asian","LTR","hanging","between phrases","","","Dham, Yuan, Tai Tham, Northern Thai","351","no","yes","yes","yes","[unknown]","yes","required","a:8:{s:9:""file_name"";s:14:""lanna-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""S. Mani Piomiang, from Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tai Tham (Lanna) [Lana]","Lana","lana","Current","351 (alphasyllabic)","Tai Tham (Lanna)","Tai Tham script","83"
"f6edbf2348","","Lao","Laoo","abugida","Mainland Southeast Asian","LTR","bottom","between phrases","","","","356","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:7:""Lao.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""aysomphone, Flickr, 2007. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Lao [Laoo]","Laoo","lao","Current","356 (alphasyllabic)","Lao","Lao script","115"
"943g426bdc","","Latin (Fraktur variant)","Latf","alphabet","European","LTR","bottom","between words","","","","217","yes","yes","no","no","no","no","required","a:8:{s:9:""file_name"";s:19:""Fraktur_walbaum.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:40:""Fraktur sample (see Design & Typography)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Latin (Fraktur variant) [Latf]","Latf","","Current","217 (left-to-right alphabetic)","Latin (Fraktur variant)","Latin script, Fraktur variant","71"
"bbhbe33337","","Latin (Gaelic variant)","Latg","alphabet","European","LTR","bottom","between words","","","","216","yes","yes","no","[unknown]","no","no","optional","a:8:{s:9:""file_name"";s:19:""gaelic-crop.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""Paul Beard, Flickr, 2009. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Latin (Gaelic variant) [Latg]","Latg","","Historical","216 (left-to-right alphabetic)","Latin (Gaelic variant)","Latin script, Gaelic variant","67"
"3d399g23bg","","Latin","Latn","alphabet","European","LTR","bottom","between words","","","","215","yes","yes","no","yes","no","no","optional","a:8:{s:9:""file_name"";s:15:""latinsample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Latin [Latn]","Latn","latn","Current","215 (left-to-right alphabetic)","Latin","Latin script","95"
"d5feg99b8d","","Lepcha (Róng)","Lepc","abugida","Central Asian","LTR","bottom","[unspecified]","","","","335","no","yes","yes","yes","yes","no","required","a:8:{s:9:""file_name"";s:10:""Lepcha.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:85:""Dr. Heleen Plaisier, 'ekádoshi sá munlóm', 2003. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Lepcha (Róng) [Lepc]","Lepc","lepc","Current","335 (alphasyllabic)","Lepcha (ROng)","Lepcha script","91"
"b38bcdgg69","","Limbu","Limb","abugida","Indic","LTR","hanging","between words","","","","336","no","yes","yes","[unknown]","[unknown]","yes","required","a:8:{s:9:""file_name"";s:14:""Limbu-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:134:""Steve Smith and Isai Limbu Literature Association Nepal, 'Introduction to the gospel of Mark', 2009. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Limbu [Limb]","Limb","limb","Current","336 (alphasyllabic)","Limbu","Limbu script","91"
"e8ch5e6367","","Linear A","Lina","logo-syllabary","European","LTR","bottom","[unspecified]","","","","400","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:50:""Linear_A_script,_Phaistos,_1850-1450_BC_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:117:""https://commons.wikimedia.org/wiki/File:Minoan_inscriptions,_Linear_A_script,_Phaistos,_1850-1450_BC,_AMH,_144886.jpg"";s:6:""author"";s:3:""Zde"";s:9:""copyright"";s:63:""[CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)]"";s:5:""notes"";s:0:"""";}","Linear A [Lina]","Lina","lina","Historical","400 (syllabic)","Linear A","Linear A script","83"
"g868c3e8d8","","Linear B","Linb","syllabary","European","boustrophedon","bottom","[unspecified]","","","","401","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:16:""linearb-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:64:""Sharon Mollerus, Flickr, 2009. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Linear B [Linb]","Linb","linb","Historical","401 (syllabic)","Linear B","Linear B script","83"
"ah6e9df468","","Lycian","Lyci","alphabet","European","LTR","bottom","none","","","","202","no","no","[unknown]","no","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Lycian [Lyci]","Lyci","lyci","Historical","202 (left-to-right alphabetic)","Lycian","Lycian script","83"
"b76deac294","","Lydian","Lydi","alphabet","European","RTL","bottom","between words","","","","116","no","no","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:22:""Lydian_Text_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:50:""Marble stele with Lydian text. (See Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:13:""Public Domain"";s:5:""notes"";s:0:"""";}","Lydian [Lydi]","Lydi","lydi","Historical","116 (right-to-left alphabetic)","Lydian","Lydian script","83"
"f73h76gbh7","","Mandaic, Mandaean","Mand","alphabet","Middle Eastern","RTL","bottom","between words","","","","140","no","yes","yes","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:16:""mandaic-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Mandaic, Mandaean [Mand]","Mand","mand","Historical","140 (right-to-left alphabetic)","Mandaic, Mandaean","Mandaic script","83"
"366b2453a2","","Manichaean","Mani","abjad","Middle Eastern","RTL","bottom","between words","","","","139","no","yes","yes","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:28:""Manichaean_script_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:61:""Page of Sogdian text in Manichaean script (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:15:""© Daderot 2014"";s:5:""notes"";s:0:"""";}","Manichaean [Mani]","Mani","mani","Historical","139 (right-to-left alphabetic)","Manichaean","Manichaean script","83"
"9f87dagdg7","","Mayan hieroglyphs","Maya","logo-syllabary","American","vertical (LTR)","centered","none","","","","90","no","no","no","no","no","[unknown]","none","a:8:{s:9:""file_name"";s:14:""mayan-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:63:""James Gaither, Flickr, 2008. See Use and History subject area.."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Mayan hieroglyphs [Maya]","Maya","","Historical","090 (hieroglyphic/cuneiform)","Mayan hieroglyphs","Mayan hieroglyphs script","83"
"h4b7c39698","","Meroitic Hieroglyphs","Mero","alphabet","Middle Eastern","vertical (RTL)","bottom","[unspecified]","","","","100","no","no","[unknown]","no","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:31:""Meroitic_Hieroglyphs_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:50:""Sample of Meroitic Hieroglyphs (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Meroitic Hieroglyphs [Mero]","Mero","mero","Historical","100 (right-to-left alphabetic)","Meroitic Hieroglyphs","Meroitic hieroglyphs script","83"
"8c4a6h24gc","","Malayalam","Mlym","abugida","Indic","LTR","bottom","discretionary","","","","347","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:13:""Malayalam.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:60:""unpodimondo, Flickr, 2010. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Malayalam [Mlym]","Mlym","mlym, mlm2","Current","347 (alphasyllabic)","Malayalam","Malayalam script","91"
"5afdg6b7cc","","Mongolian","Mong","alphabet","Central Asian","vertical (LTR)","vertical","between words","","","","145","no","yes","yes","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""mongolian-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:85:""Hasbaatar Saranbat, 'Baigal gazar zuin toli', 1985. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Mongolian [Mong]","Mong","mong","Current","145 (right-to-left alphabetic)","Mongolian","Mongolian script","83"
"df6gb3e638","","Moon (Moon code, Moon script, Moon type)","Moon","alphabet","Artificial","LTR","bottom","[unspecified]","","","","218","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:26:""Moon-type-chart_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:47:""Detail from Moon-type-chart (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Moon (Moon code, Moon script, Moon type) [Moon]","Moon","","Current","218 (left-to-right alphabetic)","Moon (Moon code, Moon script, Moon type)","Moon script","81"
"636c684924","","Meitei Mayek (Meithei, Meetei)","Mtei","abugida","Indic","LTR","hanging","between words","","","","337","no","yes","yes","[unknown]","yes","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""Meithei_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:110:""A page of the manuscript Cheitharol Kumbaba (A Royal Chronicle of Manipur) written in the Meetei Mayek script."";s:6:""author"";s:0:"""";s:9:""copyright"";s:35:""Public domain via wikimedia commons"";s:5:""notes"";s:85:""https://commons.wikimedia.org/wiki/File%3AMeithei_manuscript%2C_a_Indian_language.jpg"";}","Meitei Mayek (Meithei, Meetei) [Mtei]","Mtei","mtei","Current","337 (alphasyllabic)","Meitei Mayek (Meithei, Meetei)","Meitei Mayek script","83"
"6bcg2dbfg8","","Myanmar (Burmese)","Mymr","abugida","Mainland Southeast Asian","LTR","bottom","between phrases","","","","350","no","yes","yes","yes","yes","yes","required","a:8:{s:9:""file_name"";s:16:""Myanmar-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:92:""From the Universal Declaration of Human Rights in Myanmar. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Myanmar (Burmese) [Mymr]","Mymr","mymr, mym2","Current","350 (alphasyllabic)","Myanmar (Burmese)","Myanmar script","91"
"39g97742g5","","N’Ko","Nkoo","alphabet","African","RTL","bottom","between words","","","","165","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nko_crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","N’Ko [Nkoo]","Nkoo","nko","Current","165 (right-to-left alphabetic)","N’Ko","N’Ko script","83"
"ce572f352h","","Ogham","Ogam","alphabet","European","other","centered","none","","","","212","no","no","no","[unknown]","no","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:14:""ogham-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:52:""Chris Gunns, 2011. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Ogham [Ogam]","Ogam","ogam","Historical","212 (left-to-right alphabetic)","Ogham","Ogham script","83"
"bed35f2ae3","","Ol Chiki (Ol Cemet’, Ol, Santali)","Olck","alphabet","Indic","LTR","bottom","[unspecified]","","","","261","no","yes","no","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:16:""olchiki-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:72:""Braja Mohan Murmu via cititribe, 2011. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Ol Chiki (Ol Cemet’, Ol, Santali) [Olck]","Olck","olck","Current","261 (left-to-right alphabetic)","Ol Chiki (Ol Cemet’, Ol, Santali)","Ol Chiki script","83"
"dhd7bgb337","","Old Turkic, Orkhon Runic","Orkh","alphabet","Central Asian","RTL","bottom","none","","","","175","no","no","yes","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:22:""OrkhonRunic_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:41:""Orkhon alphabet chart (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Old Turkic, Orkhon Runic [Orkh]","Orkh","orkh","Historical","175 (right-to-left alphabetic)","Old Turkic, Orkhon Runic","Old Turkic script","83"
"d3c83he946","","Oriya (Odia)","Orya","abugida","Indic","LTR","hanging","between words","","","","327","no","yes","[unknown]","[unknown]","[unknown]","yes","required","a:8:{s:9:""file_name"";s:16:""Oriya_sample.PNG"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:31:""From a Buddhist text c. 1060 AD"";s:6:""author"";s:17:""See Use & History"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Oriya (Odia) [Orya]","Orya","orya, ory2","Current","327 (alphasyllabic)","Oriya (Odia)","Oriya (Odia) script","95"
"6ee3434aaa","","Osmanya","Osma","alphabet","African","LTR","bottom","[unspecified]","","","","260","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:11:""Osmanya.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:80:""http://commons.wikimedia.org/wiki/File:Ciismaniya.jpg#/media/File:Ciismaniya.jpg"";s:6:""author"";s:32:""Originally uploaded by RoboRanks"";s:9:""copyright"";s:34:""CC-BY-SA 3.0 via Wikimedia Commons"";s:5:""notes"";s:0:"""";}","Osmanya [Osma]","Osma","osma","Historical","260 (left-to-right alphabetic)","Osmanya","Osmanya script","83"
